Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.06.03;Bosch60;1;52000;;5CG5399VF2;H21/1:8803;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;burkolat repedt;kopott;nincs;;12000;56000;52000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.04.16;Bosch60;1;60000;;5CG5466G7G;H21/1:0409;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;;nincs;2021.09.29;10500;64000;60000;;51 840;2021.11.04;nagyker - Demezdor;notebook;0;2021.10.28;árlista;;;;41340;nagyker
2021.06.03;Bosch60;1;60000;;5CG5466FSM;H21/1:6692;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;;nincs;2021.09.29;8000;64000;60000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.11.01;raktárról;1;60000;;;H21/1:0410;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott, karcos;nincs;2021.09.28;0;64000;60000;;keresni:;saját használat - Möbel 20211110;;notebook;1;2021.11.04;árlista;;;;;
2021.04.16;Bosch60;1;60840;;5CG5466G09;H21/0:9134;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott,karcos;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.04.16;Bosch60;1;60840;;5CG605074B;H21/0:9139;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott, burkolat sérült;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.04.16;Bosch60;1;60840;;5CG5466FZ2;H21/0:9173;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott, burkolat repedt és sérült;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.04.16;Bosch60;1;60840;;5CG5466G3Z;H21/1:0502;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott,karcos;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.06.03;Bosch60;1;60840;;5CG53044QZ;H21/1:8244;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott, enyhén foltos display;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.06.03;Bosch60;1;60840;;5CG5466G1T;H21/1:8254;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;új;használt B;;kopott, sérült ház;nincs;2021.09.28;6000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;44431;export
2021.07.29;BoschRexroth;1;60840;;5CG6110FTK;H21/2:0725;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;95;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;új;használt B;;display foltos, sérült burkolat;nincs;2021.09.24;12000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.07.29;BoschRexroth;1;60840;;5CG5473HJ9;H21/2:0731;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;új;használt B;;kopott, karcos burkolat;nincs;2021.09.24;12000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.07.29;BoschRexroth;1;60840;;5CG6110FWY;H21/2:0733;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;94;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;új;használt B;;display foltos, kopott burkolat;nincs;2021.09.24;12000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.07.15;BoschBp;1;60840;;5CG53755LX;H21/2:2521;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;új;használt B;;kopott, karcos,display foltos;nincs;2021.09.24;12000;64840;60840;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466FGR;H21/3:9157;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;kopott, karcos;nincs;;10500;;;;34 000;2021.12.10;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6151H4V;H21/4:0701;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt B;;kopott,karcos;nincs;;10500;;;;34 000;2021.12.10;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG526339T;H21/3:9156;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt B;; erősen karcos,kopott, display foltos;nincs;;10500;;;;34 000;2021.12.14;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6151HC3;H21/3:9179;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port ;webcam;Win 8 pro;;magyar;rossz;használt B;;kopott;nincs;;10500;;;;34 000;2021.12.14;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;dupla;5CG6151HD2;H21/4:0535;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt B;;erősen kopott;nincs;;10500;;;;34 000;2021.12.14;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466G8M;H21/4:0702;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt B;;enyhe display folt, kopott;nincs;;10500;;;;34 000;2021.12.14;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5431G6M;H21/4:0703;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt B;;erősen karcos;nincs;;10500;;;;34 000;2021.12.14;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466G9T;H21/3:9168;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt B;;karcos;nincs;;10500;;;;34 000;2021.12.15;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5336H64;H21/3:9158;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt B;;display foltos, törött kenzington, karcos;nincs;;10500;;;;34 000;2021.12.16;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5336GC8;H21/3:9159;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt B;;karcos, kopott;nincs;;10500;;;;34 000;2021.12.16;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6151H5K;H21/3:9160;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port ;webcam;Win 8 pro;;magyar;rossz;használt B;;display foltos, karcos,kopott;nincs;;10500;;;;34 000;2021.12.17;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.06.03;Bosch60;1;#HIÁNYZIK;dupla;5CG5466FX6;H21/1:8800;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás, burkolat törött;karcos;nincs;;6000;;;;17 323;2021.10.18;vatera;notebook;0;;;;;;11323;vatera
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6151H9Z;H21/3:9178;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;rossz ram, nincs display, diplay port törött;karcos,display, karcos burkolat;nincs;2021.12.06;10500;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5466FNG;H21/0:8442;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;m2sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;akku rossz;kopott;nincs;;10500;;;;34 000;2021.09.06;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5263318;H21/1:8892;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;26;140;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;ssd hibás;kopott;nincs;;8000;;;;34 000;2021.09.09;dolgozói - Bosch60;notebook;0;;;;;;26000;dolgozói
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5466F8C;H21/1:0415;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;rossz akku;kopott;nincs;;10500;;;;34 000;2021.09.15;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5466FP7;H21/1:0430;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;rossz akku;kopott;nincs;;10500;;;;34 000;2021.09.17;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.07.29;BoschRexroth;1;#HIÁNYZIK;;5CG609498S;H21/2:0735;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;rossz akku;kopott burkolat;nincs;;12000;;;;37 000;2021.09.15;dolgozói - BoschRexroth;notebook;0;;;;;;25000;dolgozói
2021.07.29;BoschRexroth;1;#HIÁNYZIK;;5CG6094963;H21/2:4948;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;púpos akksi;enyhén kopott;nincs;;12000;;;;37 000;2021.09.15;dolgozói - BoschRexroth;notebook;0;;;;;;25000;dolgozói
2021.07.29;BoschRexroth;1;#HIÁNYZIK;;5CG61046CQ;H21/2:4946;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;púpos akksi;kopott, enyhén sérült burkolat;nincs;;12000;;;;37 000;2021.09.20;dolgozói - BoschRexroth;notebook;0;;;;;;25000;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466G28;H21/3:9169;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;98;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;burkolat erősen törött, sérült;karcos, kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5323KW5;H21/3:9171;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;lekopott billentyűzet, rossz akku;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5323KTD;H21/3:9172;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;98;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;billentyűzet hibás;karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5336GDG;H21/3:9173;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;törött burkolat ;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466F38;H21/3:9177;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;laza zsanér, pixel hibás, wifit tesztelni kell;kopott,karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466FWZ;H21/3:9180;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás ;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5466FFT;H21/4:0700;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs ;Win 8 pro;;magyar;rossz;használt C;rossz akku, laza zsanér, display hibás;display foltos, karcos,kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5466G3T;H21/0:9130;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;nem kapcsol be, display port törött;kopott;nincs;;6000;;;;;vatera - 2021.12.17;;notebook;1;2022.01.07;vatera;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5466F8Y;H21/0:8431;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;m2sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;disp törött;kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5399VCD;H21/0:9177;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás;kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5431G6B;H21/1:8255;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;98;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;display hibás;erősen kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5431G72;H21/1:8380;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;bios password;kopott;nincs;2021.09.28;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5399V97;H21/1:8806;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5466FJR;H21/1:8807;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;akkumlátor hibás, display hibás;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5466FW7;H21/1:8893;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;98;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás;karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG526348C;H21/1:8896;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;98;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás;burkolat kopott, enyhén repedt;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.09.17;BoschMiskolcRBHM;1;#HIÁNYZIK;;;H21/3:3264;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;laza zsanér;karcos;nincs;2021.11.18;8000;;;;;;;notebook;1;2022.01.07;009;;;;;
2021.09.24;BoschBp;1;#HIÁNYZIK;;5CG5345QZD;H21/3:4003;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;96;0;nincs;14;;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt C;display hibás;display foltos, karcos burkolat;nincs;;12000;;;;;;;notebook;1;2022.01.07;046;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG5399VDX;H21/3:9174;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;diplay hibás, laza zsanér, rossz akku;enyhén karcos;nincs;;6000;;;;;;;notebook;1;2022.01.01;dolgozói;;;;;
2022.01.04;garból;1;#HIÁNYZIK;dupla;5CG6151HD2;H21/4:0535;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;kijelző sérült;erősen kopott;nincs;;34000;;;;;;;notebook;1;2022.01.01;garból;;;;;
2022.01.07;leltárnál elő;1;#HIÁNYZIK;dupla;;H21/1:8800;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;HD (1366 x 768);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;display hibás, burkolat törött;karcos;nincs;2022.01.11;0;;;;;;;notebook;1;2022.01.07;leltárnál elő;;;;;
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG6033CD2;H21/3:9170;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;92;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;rossz ;használt D;rossz akku, törött display port, lan csatlakozó fedél törött;display foltos, karcos, kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;030;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG605081P;H21/1:8899;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;95;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;burkolat törött, szétnyílik;touchpad kopott;nincs;;6000;;;;;vatera - 2021.12.21;;notebook;1;2022.01.07;vatera;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5466G19;H21/1:8894;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;99;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;burkolat törött, szétnyílik;kopott, karcos;nincs;;6000;;;;;;;notebook;1;2022.01.07;091;;;;;
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5399V57;H21/1:8897;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;256;sata ssd;92;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt D;burkolat törött;kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;091;;;;;
2021.06.18;BoschBp;1;57600;;5CG5211VN1;H21/1:9326;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;500;sata hdd;97;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2021.08.05;12000;61600;57600;;55 834;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;43834;export
2021.04.16;Bosch60;1;50400;;5CG5211VXH;H21/0:9135;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;500;sata hdd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;kopott, burkolat enyhén sérül a kensingtonnál, ;nincs;;12000;54400;50400;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.04.16;Bosch60;1;50400;;5CG5265HYN;H21/1:0452;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;500;sata hdd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt B;;kopott;nincs;;12000;54400;50400;;50 431;2021.11.02;export - Expert;notebook;0;2021.09.30;árlista;;;;38431;export
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5263383;H21/1:8378;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;500;sata hdd;100;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt C;púpos akku;;nincs;;8000;;;;34 000;2021.09.15;dolgozói - Bosch60;notebook;0;;;;;;26000;dolgozói
2021.11.11;Bosch60;1;#HIÁNYZIK;;5CG53044VK;H21/4:0509;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;512;sata hdd;100;0;nincs;14;LED;HD+ (1600 x 900);integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;hibás display;kopott;nincs;;6000;;;;;;;notebook;1;2022.01.01;dolgozói;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5431G7N;H21/0:8436;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;nincs hdd;disp folt, kopott;nincs;;10500;;;;34 000;2021.09.06;dolgozói - Bosch60;notebook;0;;;;;;23500;dolgozói
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG5466H7R;H21/1:8242;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;ram hibás;kopott;nincs;;8000;;;;34 000;2021.09.08;dolgozói - Bosch60;notebook;0;;;;;;26000;dolgozói
2021.06.03;Bosch60;1;#HIÁNYZIK;;5CG6033CH7;H21/1:8802;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;ssd hiány;kopott;nincs;;8000;;;;34 000;2021.09.10;dolgozói - Bosch60;notebook;0;;;;;;26000;dolgozói
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG526335G;H21/1:0429;HP;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;gyenge;használt C;nincs hdd;kopott;nincs;;10500;;;;34 000;2021.09.14;vatera;notebook;0;;;;;;23500;vatera
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG55255XV;H21/0:9145;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;sata ssd;0;0;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;nincs;használt C;display hibás, hiányos, usb hibás;kopott;nincs;;6000;;;;;;;notebook;1;2022.01.07;053;;;;;
2021.04.16;Bosch60;1;#HIÁNYZIK;;5CG5399V9S;H21/1:0414;Hp;Elitebook 840 G2;Core i5;5300U;2300;8192;ddr3;nincs;;;;nincs;14;;;integrált;display port;nincs;Win 8 pro;;magyar;rossz;használt D;alaplap hibás, akku rossz;kopott;nincs;;6000;;;;11 028;2021.12.09;vatera;notebook;0;;;;;;5028;vatera
