Bevétel;Cég;dbszám;függvénynek;ism;Gyáriszám;hadrianus azonosító;Gyártó;Típus;CPU Típus;CPU Modell;CPU Órajel (mhz);Ram (mb);Ram típus;hdd (gb);hdd típus;állapot (%);badsector (db);cd/dvd;kijelző mérete;kijelző típusa;kijelző felbontás;VGA típusa;VGA kimenet;webcam;Licensz;Licensz sorszám;Billentyűzet nyelve;Akku;állapot;Műszaki hiba;Esztétikai hiba;csomagolás;javítva/bővítve;Besz.ár;ár 1-20;ár 20+;kisker;Nettó eladási ár;Eladás dátuma;Szállító;számlázó kategoria;számlázó leltár;leltár dátum;raktárhely;egyéb;Leírás;nettó kisker ár;NYERESÉG;Szállító - javitás
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0W0AGS;H21/4:4238;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;95;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0UY6AS;H21/4:3745;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;96;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0WE1L7;H21/4:4237;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;83;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott;nincs;;24000;;;;37 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.07.06;MOL;1;50000;;1s20JVS0T600PF0UKV67;H21/2:3357;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;87;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;kopott, usb-nél törött burkolat;nincs;;16000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.07.06;MOL;1;50000;;1s20JVS0T600PF0W0TQB;H21/2:3396;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;91;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;display folt, sérült és kopott burkolat;nincs;;16000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.07.06;MOL;1;50000;;1s20JVS0T600PF0W0DKM;H21/2:4200;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;91;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;billentyűzet erősen kopott, burkolat sérült;nincs;;16000;54000;50000;;;;;notebook;1;2022.01.07;árlista - 074;;;;;
2021.09.07;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VG9Q4;H21/3:1714;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;90;0;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt B;;karcos;nincs;;16000;árazás alatt;árazás alatt;;;;;notebook;1;2022.01.17;árlista;;;;;
2021.11.29;MOL;1;#HIÁNYZIK;;PF0WE1LL;H21/4:1504;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;95;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;kopott, karcos display;nincs;;16000;;;;;;;notebook;1;2022.01.07;takarítós 3;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0UY3H6;H21/4:4205;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;88;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 8 pro;;magyar;gyenge;használt B;;erősen karcos, kopott, foltos display, enyhén karcos display, törött hűtőrács;nincs;;16000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.07.06;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0UY0NY;H21/2:4215;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;88;0;nincs;14;;;integrált;display port;webcam;Win 8 pro;;magyar;rossz;használt C;rossz akku;kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;052;;;;;
2021.11.08;MOL;1;#HIÁNYZIK;;1s20JVS0T600PF0VGNKL;H21/3:6075;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;86;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;törött akku rögzitő;kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;044;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0VG9S0;H21/4:3764;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr3;256;sata ssd;77;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;ssd hibás;erősen kopott billentyűzet és fedlap, display foltos;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0VGUYC;H21/4:4216;Lenovo;Thinkpad L470;Core i5;6200U;2300;8192;ddr4;256;sata ssd;78;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;rossz ssd;kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.08.16;MOL;1;#HIÁNYZIK;;1s20JVS0T60MPF0V26PK;H21/2:7948;Lenovo;Thinkpad L470;Core i5;6200U;2300;nincs;;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 10 pro;;angol;gyenge;használt C;hiányos;;nincs;;8000;;;;37 000;2021.10.11;dolgozói - MOL;notebook;0;;;;;;29000;dolgozói
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF0WDZTH;H21/4:4212;Lenovo;Thinkpad L470;Core i5;6200U;2300;nincs;ddr4;nincs;;;;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, rossz billentyűzet;kopott, karcos;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2020.02.13;PG_Gyöngyös;1;#HIÁNYZIK;;PF0R7Y9S;H20/1:0226;Lenovo;Thinkpad L470;Core i5;6300U;2400;8192;ddr4;nincs;;;;nincs;14;;;integrált;display port;webcam;;;magyar;gyenge;használt C;kijelző hibás, nincs hdd;törött burkolat;nincs;;4000;;;;;foglalva - NN garra;;notebook;1;2022.01.07;082;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF0W13W3;H21/3:5902;Lenovo;Thinkpad L470;Core i5 ;???;???;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;nincs;használt D;nagyon hiányos;törött karcos burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.09.24;MOL_Bp;1;#HIÁNYZIK;;PF1LX0CK;H21/3:3057;Lenovo;Thinkpad L480;Core i5;???;???;nincs;ddr4;nincs;;;;nincs;14;;;integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, nem kapcsol be;enyhén kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;005;;;;;
2021.11.08;MOL;1;#HIÁNYZIK;;1s20LTS5FY00PF1LY2KJ;H21/3:6064;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;99;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;40000;;;;53 000;2021.12.09;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FL37M;H21/3:6116;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A;;;nincs;;40000;;;;53 000;2021.12.15;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FL3X4;H21/3:6114;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;enyhén kopott;nincs;;40000;;;;53 000;2021.12.11;dolgozói - MOL;notebook;0;;;;;;13000;dolgozói
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF16VAZZ;H21/4:4082;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;99;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott billentyűzet és touchpad;nincs;;40000;;;;53 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E209P;H21/3:4479;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FHVPJ;H21/3:4480;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;repedt burkolat, kopott touchpad;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF16V4LE;H21/3:4485;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;enyhén karcos, repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E1N9G;H21/3:4486;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;enyhén karcos, repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FBAX0;H21/3:4487;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;angol;gyenge;használt B;;enyhén karcos, enyhén repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E258D;H21/3:4488;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;enyhén repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1ERTTX;H21/3:4489;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;törött burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1ERQK0;H21/3:4492;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;enyhén karcos, törött burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E4VD8;H21/3:6115;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;15;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;erősen kopott, repedt burkolat;nincs;;30000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF16V8YX;H21/4:3758;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;97;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;repedt burkolat, kopott;nincs;;30000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.11.08;MOL;1;#HIÁNYZIK;;1s20LTS5FY00PF1ERQHP;H21/3:6065;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;99;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;betört display;enyhén kopott;nincs;;8000;;;;;;;notebook;1;2022.01.07;044;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF16KYQF;H21/4:4220;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;100;0;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;erősen törött;erősen kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF16VD5C;H21/4:3755;Lenovo;Thinkpad L480;Core i5;8250U;1600;8192;ddr4;256;m2nvme ssd;97;0;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;fedlap sérült;display karcos, hűtőrács repedt;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1ERSB8;H21/4:4240;Lenovo;Thinkpad L480;Core i5;8250U;1600;16384;ddr4;256;m2nvme ssd;99;0;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt A-;;kopott, törött burkolat;nincs;;40000;;;;53 000;foglalva - dolgozói MOL;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LX2BR;H21/3:4481;Lenovo;Thinkpad L480;Core i5;8250U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;repedt burkolat;nincs;;34000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FT5RB;H21/3:4484;Lenovo;Thinkpad L480;Core i5;8250U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt B;;enyhén karcos, törött burkolat;nincs;;34000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF16KN2E;H21/3:5681;Lenovo;Thinkpad L480;Core i5;8250U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;angol;gyenge;használt B;;enyhén kopott, repedt burkolat;nincs;;34000;;;;;;;notebook;1;2022.01.07;takarítós 6;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E233U;H21/3:5680;Lenovo;Thinkpad L480;Core i5;8250U;1600;16384;ddr4;256;m2nvme ssd;100;0;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;törött display;kopott;nincs;;12000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E2BH9;H21/3:4471;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;kopott touchpad, enyhén karcos, repedt burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LZJFG;H21/3:4472;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;repedt törött burkolat, karcos;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FT2KT;H21/3:4473;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, törött display;kopott touchpad, repedt törött burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FKNHE;H21/3:4474;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, törött display;karcos, repedt burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LZGA5;H21/3:4475;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, nem ad képet hibás display;enyhén karcos;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LYJJU;H21/3:4476;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;enyhén karcos, repedt burkolat, sérült touchpad;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF16KYPY;H21/3:4477;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos ;repedt burkolat, enyhén karcos;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1ERVUH;H21/3:4478;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, törött display;repedt burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LWMS1;H21/3:4490;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;enyhén karcos, törött burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1FKV54;H21/3:4491;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;enyhén karcos, törött burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF161VS7;H21/3:5900;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, billentyűzet hiányos;repedt burkolat, karcos;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LWWPV;H21/3:5901;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, törött display;kopott touchpad,enyhén karcos;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1LZKDR;H21/3:6113;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;kopott;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2021.11.29;MOL;1;#HIÁNYZIK;;PF1LZE86;H21/4:0961;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos,több helyen törött burkolat;karcos;nincs;;8000;;;;;;;notebook;1;2022.01.07;044;;;;;
2021.11.29;MOL;1;#HIÁNYZIK;;PF1LZKCS;H21/4:0962;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;enyhén kopott tocuhpad;nincs;;8000;;;;;;;notebook;1;2022.01.07;041;;;;;
2021.11.29;MOL;1;#HIÁNYZIK;;PF16KQ61;H21/4:0963;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;angol;gyenge;használt C;hiányos;repedt burkolat, enyhén kopott billentyűzet;nincs;;8000;;;;;;;notebook;1;2022.01.07;044;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1F0355;H21/4:4233;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;angol;gyenge;használt C;hiányos;törött burkolat, kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF16VD6H;H21/4:4234;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;kopott, törött burkolat;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1LZFER;H21/4:3760;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;enyhén kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1FJGT6;H21/4:4235;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;HD (1366 x 768);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos;kopott, törött burkolat;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1LX8R0;H21/4:4218;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, rossz billentyűzet;törött burkolat, kopott;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1618BC;H21/4:3759;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt D;alaplap hibás, biosba fagy;repedt burkolat, kopott, display foltos;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.12.14;Mol_Bp;1;#HIÁNYZIK;;PF1F037T;H21/4:4239;Lenovo;Thinkpad L480;Core i5;8250U;1600;nincs;ddr4;nincs ;;;;nincs;14;;FHD (1920 x 1080);integrált;display port;webcam;Win 10 pro;;angol;gyenge;használt C;hiányos;kopott, törött burkolat;nincs;;8000;;;;;;;notebook;1;2022.01.01;mol dolgozói;;;;;
2021.10.14;MOL;1;#HIÁNYZIK;;PF1E1S6Z;H21/3:4470;Lenovo;Thinkpad L480;Core i5 ;8250U;1600;nincs;ddr4;nincs;;;;nincs;14;IPS;FHD (1920 x 1080);integrált;hdmi;webcam;Win 10 pro;;magyar;gyenge;használt C;hiányos, törött display;repedt burkolat;nincs;;4000;;;;;;;notebook;1;2022.01.07;043;;;;;
2019.09.24;Fundamenta;1;#HIÁNYZIK;;r900bemb;H19/2:9181;Lenovo;Thinkpad L540;Core i5;4200M;2500;4096;ddr3;500;sata hdd;100;0;dvd-rw;15;;;integrált;display port;webcam;win 8 pro;;magyar;gyenge;használt A-;;kopott;nincs;2020.02.14;4000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-4000;alkatrésznek
2019.05.06;Fundamenta;1;#HIÁNYZIK;;1s20AV0032HVR9005YWG;H19/1:3163;Lenovo;Thinkpad L540;Core i5;4200M;2500;nincs;ddr3;nincs;;;;dvd-rw;15;;;integrált;display port;webcam;;;magyar;rossz;használt C;hiányos, bios password;;nincs;;5000;;;;nincs raktáron;2021.12.31;alkatrésznek;notebook;0;;;;;;-5000;alkatrésznek
2020.05.29;NN;1;#HIÁNYZIK;;1s20AUS24P00R90FQ0TJ;H20/1:4296;Lenovo;Thinkpad L540;Pentium;3550M;2300;nincs;ddr3;nincs;;;;nincs;15;;;integrált;display port;nincs;nincs;;;nincs;használt C;nagyon erősen hiányos;;nincs;;500;;;;1 260;2021.10.21;vatera;notebook;0;;;;;;760;vatera
2019.10.16;NN;1;#HIÁNYZIK;;0HZU8K;H19/2:6618;Lenovo;Thinkpad L540;Pentium;3550M;2300;nincs;;nincs;;;;nincs;15,6;;;integrált;display port;nincs;Win 7 pro;;magyar;nincs;használt C;módfelett hiányos;kopott;nincs;;0;;;;12 757;2021.12.22;vatera;notebook;0;;;;;;12757;vatera
